timestamp,open,high,low,close,volume
1656712800,47491.203125,48047.746094,46392.281250,47105.515625,70250456155
1656799200,47114.507813,49487.640625,47114.507813,48717.289063,71248675228
1656885600,48696.535156,48875.570313,46347.476563,47945.058594,77069903166
1656972000,47944.457031,50341.101563,47201.304688,49199.871094,77049582886
1657058400,49207.277344,52533.914063,49072.378906,52149.007813,80820545404
1657144800,52140.972656,52474.105469,51015.765625,51679.796875,52054723579
1657231200,51675.980469,56113.652344,50937.277344,55888.132813,63495496918
1657317600,55887.335938,57505.226563,54626.558594,56099.519531,68145460026
1657404000,56068.566406,58330.570313,55672.609375,57539.945313,51897585191
1657490400,57532.738281,57533.390625,48967.566406,54207.320313,92052420332
1657576800,54204.929688,54204.929688,45290.589844,48824.425781,106102492824
1657663200,48835.085938,51290.136719,47213.500000,49705.332031,63695521388
1657749600,49709.082031,51948.968750,47093.851563,47093.851563,54506565949
1657836000,47180.464844,48370.785156,44454.843750,46339.761719,350967941479
1657922400,46344.773438,48253.269531,45269.027344,46188.453125,45910946382
1658008800,46194.015625,46716.429688,43241.617188,45137.769531,53443887451
1658095200,45159.503906,49784.015625,45115.093750,49631.242188,53891300112
1658181600,49612.105469,50127.511719,47228.843750,48378.988281,47530897720
1658268000,48415.816406,52535.136719,48274.320313,50538.242188,53220811975
1658354400,50522.304688,51735.089844,47656.929688,48561.167969,52343816680
1658440800,48527.031250,49396.429688,46542.515625,48927.304688,48625928883
1658527200,48899.230469,49147.218750,47257.527344,48912.382813,34363564661
1658613600,48918.679688,51384.367188,48918.679688,51206.691406,43137459378
1658700000,51174.117188,52314.070313,49506.054688,52246.523438,48597428048
1658786400,52272.968750,54824.117188,51981.832031,54824.117188,50912227385
1658872800,54824.011719,57258.253906,53290.890625,56008.550781,57295577614
1658959200,55963.179688,58091.062500,54484.593750,57805.121094,56772343595
1659045600,57821.218750,57996.621094,55376.648438,57332.089844,55689944702
1659132000,57343.371094,61683.863281,56217.972656,61243.085938,60669829814
1659218400,61221.132813,61597.917969,59302.316406,59302.316406,43901225564
1659304800,59267.429688,60540.992188,55393.164063,55907.199219,66419369890
1659391200,55840.785156,56833.179688,53555.027344,56804.902344,59749798599
1659477600,56825.828125,58969.816406,54528.628906,58870.894531,60258313191
1659564000,58893.078125,60116.250000,54253.578125,57858.921875,55746041000
1659650400,57850.441406,59498.375000,56643.703125,58346.652344,49063873786
1659736800,58332.261719,60031.285156,58213.296875,58313.644531,50361731222
1659823200,58309.914063,58767.898438,56005.617188,57523.421875,51943414539
1659909600,57517.890625,58471.480469,54288.156250,54529.144531,56521454974
1659996000,54511.660156,55985.441406,53470.695313,54738.945313,56435023914
1660082400,54710.488281,57262.382813,52514.332031,52774.265625,70567223787
1660168800,52726.746094,53392.386719,50856.570313,51704.160156,67999812841
1660255200,51683.011719,55137.312500,51579.855469,55137.312500,56652197978
1660341600,55137.566406,56568.214844,54242.910156,55973.511719,47266542233
1660428000,55974.941406,56610.312500,55071.113281,55950.746094,47686580918
1660514400,55947.898438,58342.097656,55139.339844,57750.199219,57625587027
1660600800,57750.132813,59447.222656,57251.550781,58917.691406,54414116432
1660687200,58930.277344,59930.027344,57726.417969,58918.832031,65520826225
1660773600,58926.562500,59586.070313,58505.277344,59095.808594,61669163792
1660860000,59098.878906,60267.187500,58869.281250,59384.312500,58727860620
1660946400,59397.410156,60110.269531,57603.890625,57603.890625,59641344484
1661032800,57604.839844,58913.746094,57168.675781,58758.554688,50749662970
1661119200,58760.875000,59891.296875,57694.824219,59057.878906,60706272115
1661205600,59171.933594,59479.578125,57646.808594,58192.359375,66058027988
1661292000,58186.507813,58731.144531,55604.023438,56048.937500,75645303584
1661378400,56099.914063,58338.738281,55879.085938,58323.953125,53053855641
1661464800,58326.562500,58937.046875,57807.863281,58245.003906,46655208546
1661551200,58253.777344,61276.664063,58038.707031,59793.234375,58238470525
1661637600,59846.230469,60790.554688,59289.796875,60204.964844,46280252580
1661724000,60175.945313,61253.035156,59589.875000,59893.453125,51828688519
1661810400,59890.019531,63742.285156,59869.957031,63503.457031,69983454362
1661896800,63523.753906,64863.097656,61554.796875,63109.695313,77451779687
1661983200,63075.195313,63821.671875,62208.964844,63314.011719,60954381579
1662069600,63258.503906,63594.722656,60222.531250,61572.789063,84293007468
1662156000,61529.921875,62572.175781,60361.351563,60683.820313,66138759198
1662242400,60701.886719,61057.457031,52829.535156,56216.183594,97468872758
1662328800,56191.585938,57520.054688,54368.593750,55724.265625,65344865159
1662415200,55681.792969,57062.148438,53448.046875,56473.031250,67849323955
1662501600,56471.128906,56757.972656,53695.468750,53906.089844,54926612466
1662588000,53857.105469,55410.230469,50583.812500,51762.273438,74798630778
1662674400,51739.808594,52120.792969,47714.664063,51093.652344,86668667320
1662760800,51143.226563,51167.562500,48805.285156,50050.867188,49014494781
1662847200,50052.832031,50506.019531,47159.484375,49004.253906,46117114240
1662933600,49077.792969,54288.003906,48852.796875,54021.753906,58284039825
1663020000,54030.304688,55416.964844,53319.187500,55033.117188,49448222757
1663106400,55036.636719,56227.207031,53887.917969,54824.703125,48000572955
1663192800,54858.089844,55115.843750,52418.027344,53555.109375,46088929780
1663279200,53568.664063,57900.718750,53129.601563,57750.175781,52395931985
1663365600,57714.664063,58448.339844,57052.273438,57828.050781,42836427360
1663452000,57825.863281,57902.593750,56141.906250,56631.078125,38177405335
1663538400,56620.273438,58973.308594,56590.871094,57200.292969,51713139031
1663624800,57214.179688,57214.179688,53191.425781,53333.539063,68564706967
1663711200,53252.164063,57911.363281,52969.054688,57424.007813,69241316747
1663797600,57441.308594,58363.316406,55382.507813,56396.515625,69523285106
1663884000,56413.953125,58606.632813,55321.847656,57356.402344,68434023376
1663970400,57352.765625,59464.613281,56975.210938,58803.777344,65382980634
1664056800,58877.390625,59210.882813,56482.003906,58232.316406,65906690347
1664143200,58250.871094,59519.355469,54071.457031,55859.796875,71776546298
1664229600,55847.242188,56872.542969,54608.652344,56704.574219,61308396325
1664316000,56714.531250,57939.363281,49150.535156,49150.535156,75215403907
1664402400,49735.433594,51330.843750,46980.019531,49716.191406,96721152926
1664488800,49682.980469,51438.117188,48868.578125,49880.535156,55737497453
1664575200,49855.496094,50639.664063,46664.140625,46760.187500,59161047474
1664661600,46716.636719,49720.042969,43963.351563,46456.058594,64047871555
1664748000,46415.898438,46623.558594,42207.289063,43537.511719,74903638450
1664834400,43488.058594,45812.457031,42367.832031,42909.402344,56187365084
1664920800,42944.976563,43546.117188,30681.496094,37002.441406,126358098747
1665007200,36753.667969,42462.984375,35050.617188,40782.738281,88281943359
1665093600,40596.949219,42172.171875,33616.453125,37304.691406,82051616861
1665180000,37371.031250,38831.054688,35383.683594,37536.632813,57377273240
1665266400,37531.449219,38289.218750,31227.339844,34770.582031,78469274361
1665352800,34700.363281,39835.140625,34551.082031,38705.980469,67359584098
1665439200,38795.781250,39776.351563,36581.429688,38402.222656,56211915803
1665525600,38392.625000,40782.078125,37905.835938,39294.199219,51346735160
1665612000,39316.890625,40379.617188,37247.902344,38436.968750,43210968721
1665698400,38507.082031,38856.968750,34779.039063,35697.605469,55200191952
1665784800,35684.156250,37234.500000,33693.929688,34616.066406,45231013335
1665871200,34607.406250,36400.667969,33520.738281,35678.128906,31646080921
1665957600,35658.593750,37468.250000,34241.945313,37332.855469,39009847639
1666044000,37293.792969,37896.734375,35787.085938,36684.925781,34639423297
1666130400,36699.921875,38231.339844,35966.308594,37575.179688,33070867190
1666216800,37599.410156,39478.953125,37243.972656,39208.765625,35460750427
1666303200,39242.484375,39242.484375,35717.722656,36894.406250,41831090187
1666389600,36880.156250,37917.714844,34900.414063,35551.957031,35959473399
1666476000,35538.609375,36436.421875,35304.578125,35862.378906,28913440585
1666562400,35835.265625,36790.570313,33480.640625,33560.707031,33683936663
1666648800,33589.519531,34017.386719,31114.443359,33472.632813,49902050442
1666735200,33416.976563,37537.371094,32475.865234,37345.121094,53972919008
1666821600,37389.515625,38334.324219,35847.593750,36702.597656,43576032854
1666908000,36697.031250,37608.695313,36044.449219,37334.398438,38699736985
1666994400,37340.144531,37408.925781,34728.191406,35552.515625,37924228550
1667080800,35555.789063,39322.781250,34864.109375,39097.859375,40669112838
1667167200,39016.968750,40978.363281,38757.285156,40218.476563,43148914673
1667253600,40427.167969,41295.269531,39609.468750,40406.269531,46420149185
1667340000,40168.691406,40516.777344,38176.035156,38347.062500,39211635100
1667426400,38341.421875,39513.671875,37439.675781,38053.503906,37096670047
1667512800,38099.476563,38187.261719,35255.855469,35787.246094,36200887275
1667599200,35854.527344,36457.796875,34933.062500,35615.871094,31207279719
1667685600,35563.140625,36059.484375,33432.074219,35698.296875,36664034054
1667772000,35641.144531,35721.640625,31295.935547,31676.693359,52809038594
1667858400,31622.376953,33292.453125,28893.621094,32505.660156,58964353058
1667944800,32515.714844,34753.410156,31772.632813,33723.027344,46317108925
1668031200,33682.800781,35228.851563,32385.214844,34662.437500,33123368116
1668117600,34659.105469,35487.246094,31350.884766,31637.779297,40230904226
1668204000,31594.664063,32637.587891,30184.501953,32186.277344,38585385521
1668290400,32287.523438,34656.128906,32071.757813,34649.644531,35511640894
1668376800,34679.121094,35219.890625,33902.074219,34434.335938,33892523752
1668463200,34475.558594,36542.109375,34252.484375,35867.777344,37901460044
1668549600,35908.386719,36074.757813,34086.152344,35040.835938,34059036099
1668636000,35035.984375,35035.984375,32883.781250,33572.117188,37838957079
1668722400,33549.601563,33939.589844,32770.679688,33897.046875,38728974942
1668808800,33854.421875,34909.261719,33402.695313,34668.546875,24383958643
1668895200,34665.566406,35937.566406,34396.476563,35287.781250,24924307911
1668981600,35284.343750,35284.343750,33213.660156,33746.003906,26721554282
1669068000,33723.507813,35038.535156,33599.917969,34235.195313,26501259870
1669154400,34225.679688,34997.664063,33839.289063,33855.328125,24796027477
1669240800,33889.605469,33907.906250,32133.183594,32877.371094,29910396946
1669327200,32861.671875,34042.292969,32318.880859,33798.011719,27436021028
1669413600,33811.242188,34209.070313,33116.011719,33520.519531,22971873468
1669500000,33509.078125,34584.703125,33346.738281,34240.187500,20108729370
1669586400,34254.015625,34592.156250,32697.308594,33155.847656,24321499537
1669672800,33125.468750,33327.101563,32261.419922,32702.025391,19120856669
1669759200,32723.845703,33061.398438,31639.125000,32822.347656,21376531210
1669845600,32827.875000,33159.640625,31175.708984,31780.730469,21300524237
1669932000,31841.550781,32218.406250,31100.673828,31421.539063,23699476918
1670018400,31397.308594,31935.945313,31223.990234,31533.068359,18895018942
1670104800,31533.884766,32398.996094,31215.492188,31796.810547,18787986667
1670191200,31800.011719,31885.859375,30563.734375,30817.832031,20434789545
1670277600,30838.285156,31006.187500,29360.955078,29807.347656,23148267245
1670364000,29796.285156,32752.326172,29526.183594,32110.693359,28203024559
1670450400,32138.873047,32576.400391,31745.298828,32313.105469,19555230518
1670536800,32305.958984,33581.550781,32057.892578,33581.550781,22552046192
1670623200,33593.730469,34490.390625,33424.859375,34292.445313,21664706865
1670709600,34290.292969,35364.925781,33881.835938,35350.187500,20856685287
1670796000,35384.031250,40499.675781,35287.312500,37337.535156,51022126212
1670882400,37276.035156,39406.941406,36441.726563,39406.941406,35097370560
1670968800,39503.187500,40816.070313,38862.437500,39995.906250,38702404695
1671055200,39995.453125,40593.070313,39352.058594,40008.421875,27167146027
1671141600,40027.484375,42235.546875,38397.355469,42235.546875,33072782960
1671228000,42196.304688,42231.449219,41110.832031,41626.195313,25802845343
1671314400,41460.843750,42541.679688,39540.941406,39974.894531,26688438115
1671400800,39907.261719,40419.179688,38746.347656,39201.945313,25595265436
1671487200,39178.402344,39750.031250,37782.050781,38152.980469,26189830450
1671573600,38213.332031,39952.296875,37589.164063,39747.503906,25372562724
1671660000,39744.515625,41341.933594,37458.003906,40869.554688,35185031017
1671746400,40865.867188,43271.660156,39932.179688,42816.500000,38226483046
1671832800,42832.796875,44689.859375,42618.566406,44555.800781,40030862141
1671919200,44574.437500,45282.351563,43331.910156,43798.117188,36302664750
1672005600,43791.925781,46456.832031,42848.687500,46365.402344,38734079049
1672092000,46280.847656,46637.988281,44705.554688,45585.031250,33546019517
1672178400,45599.703125,46735.632813,45351.710938,45593.636719,34319709073
1672264800,45576.878906,46228.910156,43861.445313,44428.289063,33723620826
1672351200,44439.691406,47831.976563,44282.417969,47793.320313,31744259539
1672437600,47810.687500,48098.683594,46177.632813,47096.945313,31211354442
1672524000,47096.667969,47357.105469,45579.589844,47047.003906,30988958446
1672610400,47019.960938,47998.097656,45700.320313,46004.484375,32776876610
1672696800,45936.457031,47139.570313,44512.417969,44695.359375,33451362600
1672783200,44686.750000,45952.062500,44364.027344,44801.187500,32194123075
1672869600,44741.882813,46970.761719,43998.316406,46717.578125,37204312299
1672956000,46723.121094,49342.152344,46650.707031,49339.175781,34706867452
1673042400,49327.074219,49717.019531,48312.199219,48905.492188,40585205312
1673128800,48869.105469,49471.609375,48199.941406,49321.652344,25370975378
1673215200,49291.675781,50482.078125,49074.605469,49546.148438,34305053719
1673301600,49562.347656,49878.769531,47687.117188,47706.117188,35361168834
1673388000,47727.257813,49202.878906,47163.613281,48960.789063,32646349931
1673474400,49002.640625,49347.582031,46405.781250,46942.218750,32666549568
1673560800,46894.554688,49112.785156,46394.281250,49058.667969,34511076995
1673647200,49072.585938,49283.503906,48499.238281,48902.402344,28568103401
1673733600,48911.250000,49644.113281,47925.855469,48829.832031,25889650240
1673820000,48834.851563,48925.605469,46950.273438,47054.984375,31847007016
1673906400,47024.339844,48189.550781,46750.093750,47166.687500,34730363427
1673992800,47099.773438,49111.089844,46562.437500,48847.027344,39139399125
1674079200,48807.847656,50343.421875,48652.320313,49327.722656,39508070319
1674165600,49288.250000,50982.273438,48386.085938,50025.375000,43206179619
1674252000,50009.324219,50545.582031,49548.781250,49944.625000,37471327794
1674338400,49937.859375,51868.679688,49538.597656,51753.410156,30322676319
1674424800,51769.003906,52700.941406,51053.679688,52633.535156,38884105426
1674511200,52660.480469,52853.765625,43285.207031,46811.128906,65210059683
1674597600,46827.761719,47334.054688,44561.394531,46091.390625,49007762488
1674684000,45774.742188,47261.949219,45669.738281,46391.421875,38672657013
1674770400,46396.664063,47031.742188,44344.484375,44883.910156,39154666597
1674856800,44869.839844,45969.292969,44818.265625,45201.457031,34499835245
1674943200,45206.628906,46364.878906,44790.460938,46063.269531,27881980161
1675029600,46057.214844,46598.679688,43591.320313,44963.074219,40969943253
1675116000,44960.050781,47218.125000,44752.332031,47092.492188,38652152880
1675202400,47098.000000,48450.468750,46773.328125,48176.347656,30484496466
1675288800,48158.906250,48486.828125,47079.558594,47783.359375,31764293754
1675375200,47771.003906,48160.921875,46832.523438,47267.519531,28727713711
1675461600,47273.527344,48791.781250,47087.285156,48278.363281,28575630451
1675548000,48268.855469,48328.367188,46919.804688,47260.218750,26967722648
1675634400,47261.406250,47328.199219,42598.914063,42843.800781,43909845642
1675720800,43012.234375,43607.609375,39787.609375,40693.675781,48701090088
1675807200,40677.953125,43978.621094,40625.632813,43574.507813,38139709246
1675893600,43560.296875,44942.175781,43109.339844,44895.097656,34244064430
1675980000,44894.300781,45080.492188,40936.558594,42839.750000,42839345714
1676066400,42840.890625,42996.257813,41759.921875,42716.593750,31604717236
1676152800,42721.628906,43919.300781,40848.460938,43208.539063,30661222077
1676239200,43234.183594,44313.246094,42190.632813,42235.730469,30980029059
1676325600,42200.898438,42775.144531,40931.664063,41034.542969,30214940550
1676412000,41064.984375,42545.257813,40829.667969,41564.363281,30602359905
1676498400,41551.269531,44092.601563,41444.582031,43790.894531,31141681925
1676584800,43816.742188,48436.011719,43320.023438,48116.941406,42850641582
1676671200,48137.468750,48282.062500,47465.496094,47711.488281,30614346492
1676757600,47680.027344,49130.691406,47157.289063,48199.953125,26638115879
1676844000,48208.906250,49456.777344,47045.003906,49112.902344,33383173002
1676930400,49174.960938,51839.984375,49072.839844,51514.812500,35873904236
1677016800,51486.664063,55568.464844,50488.191406,55361.449219,49034730168
1677103200,55338.625000,55338.625000,53525.468750,53805.984375,36807860413
1677189600,53802.144531,55922.980469,53688.054688,53967.847656,34800873924
1677276000,53929.781250,55397.945313,53735.144531,54968.222656,32491211414
1677362400,54952.820313,56401.304688,54264.257813,54771.578125,39527792364
1677448800,54734.125000,57793.039063,54519.765625,57484.789063,42637331698
1677535200,57526.832031,57627.878906,54477.972656,56041.058594,41083758949
1677621600,56038.257813,57688.660156,54370.972656,57401.097656,41684252783
1677708000,57372.832031,58478.734375,56957.074219,57321.523438,36615791366
1677794400,57345.902344,62757.128906,56868.144531,61593.949219,51780081801
1677880800,61609.527344,62274.476563,60206.121094,60892.179688,34250964237
1677967200,60887.652344,61645.523438,59164.468750,61553.617188,29032367511
1678053600,61548.804688,62614.660156,60012.757813,62026.078125,38055562075
1678140000,62043.164063,64434.535156,61622.933594,64261.992188,40471196346
1678226400,64284.585938,66930.390625,63610.675781,65992.835938,40788955582
1678312800,66002.234375,66600.546875,62117.410156,62210.171875,45908121370
1678399200,62237.890625,63715.023438,60122.796875,60692.265625,38434082775
1678485600,60694.628906,61743.878906,59826.523438,61393.617188,26882546034
1678572000,61368.343750,61505.804688,59643.343750,60930.835938,27316183882
1678658400,60893.925781,63729.324219,60691.800781,63039.824219,31064911614
1678744800,63032.761719,63229.027344,59991.160156,60363.792969,34878965587
1678831200,60352.000000,61435.183594,58208.187500,58482.386719,43657076893
1678917600,58470.730469,62128.632813,58206.917969,60622.136719,45257083247
1679004000,60624.871094,62927.609375,60329.964844,62227.964844,36856881767
1679090400,62239.363281,62330.144531,60918.386719,61888.832031,32157938616
1679176800,61850.488281,62406.171875,60074.328125,61318.957031,32241199927
1679263200,61320.449219,62419.003906,59695.183594,61004.406250,36150572843
1679349600,60963.253906,64242.792969,60673.054688,63226.402344,37746665647
1679436000,63254.335938,63516.937500,61184.238281,62970.046875,36124731509
1679522400,62941.804688,63123.289063,60799.664063,61452.230469,32615846901
1679608800,61460.078125,62541.468750,60844.609375,61125.675781,30605102446
1679695200,61068.875000,61590.683594,60163.781250,61527.480469,29094934221
1679781600,61554.921875,63326.988281,61432.488281,63326.988281,24726754302
1679868000,63344.066406,67673.742188,63344.066406,67566.828125,41125608330
